1.2,鹿嶋 市
3.87,こんにちは おはよう ござい ます
8.73,よろしく お 願い し ます
15.0,そう です ねー 確か に いつ も 週末 は 天気 が 選手 も 良かっ た です
22.92,疾患 に
27.370336,そう です か そんな に そんな に です ねー
37.41,はい
40.5,はい
44.49,はい
49.86,そう です ね
51.39,はい
56.94,はい そう です ね
60.99,はい
64.29,はい
67.77,ん
73.83,ん
77.04,はい
81.51,はい
84.03,はい
88.08,はい
91.86,はい
94.14,はい
96.87,ん
99.72,そう です ね はい
102.42,はい
105.81,はい
109.71,はい
111.72,はい
117.87,はい
121.68,ん はい
124.32,はい
129.54,そう です ね はい
134.52,はい
138.24,はい
141.87,ん
143.94,はい
147.51,はい
152.04,はい
156.63,はい
158.91,はい ありがとう ござい ます そう です ね 最初 は そんな 感じ で あの つらつら と その 時々 の モヤモヤ と か です ね は 過去 に さかのぼっ たり これ から の こと を 考え たり って いう の は いつ も 通り 通信 ずつ そう です ね 最終
177.99,海 に は ちょっと 先 これ から どう どう し よう って いう ところ が ちょっと 見え て き たり あの こんな 風 に し て 以降 って いう よう な 希望 が 持てる と いい か なぁ と はい 今 今 今 漠然 と し まし た
199.05,そう です ねー
205.68,はい
207.93,はい
211.05,はい
213.57,はい そう です ねー 何 か こう 過去 絵 を 公開 って いう か これ まで の セッション を 振り返っ て 鈴木 さん の 例えば 涼し た が シェア し て いただい た こと と か あの 筋 さん の 何 げ ない 問いかけ 何気ない の か すごく 実行 さ れ て の 大会 で て いる の か 分かん ない けど 鈴木 さん の
232.74,あの 問い 掛け て はっと する よう な こと も あり まし て 何 か そう いう こと が 聞い て もらう って いう こと な ん だ なぁ と いう よう な 私 も 勉強 し て い ます で あの ちょっと 話 逸れ ちゃう ん です けど
248.7,あの 私 サポーター を 終わっ て あの 本番 本番 の プロジェクト が 走っ て い て で あの サポート する 六 回 だっ た ん です けど 終わっ て で 私 なんか サポーター って 聞く こと に 集中 し なきゃ いけ ない か なぁ と 思っ て あの 話 を 聞く こと に 集中 し て た ん です けれど も
268.59,か あの 私 の 話 を し たい と いう か ちょっと ちょっと その プレイヤー さん て こう 問題 解決 の ば だ と 思っ て い て いる を あの 業務 上 の 問題 と か 行 投げかけ て どう し たら いい でしょ みたい な ちょっと で しかし なっ ちゃっ て ちょっと 人 等 等 勝ち 切っ たら いい の か な って いう モヤモヤ が あり つつ だっ た ん です けど も で も 中
289.05,あの 私 が 話す こと に よっ て その プレイヤー さん が 気付く こと も あっ て あ そう いう こと も ある ん です ねー と いう よう な こと が あっ て 何 か 地区 だけ じゃ なく て やっぱり こう サポーター が あの 後 何 でしょ も 気持ち と いう か その んと 何 か こう し シェア する って いう こと も
308.88,あの 子 この エール の セッション で 必要 な こと な ん だ なあ って いう の を あの 自分 の そっち の の で エラー あの 学び つつ こっち の この 里 で えっと プレーヤー と し て 鈴木 さん に サポーター し て いただい て そちら で も あの 自分 が プレーヤー と し て 感じ つつ ある 何 か いい 経験 を でき た なぁ と
329.04,と 思っ たり し て ます はい
333.72,あの て あの 辻 さん から こう 聞か れ たり 涼し た の 話 を 聞い たり する こと で あの さっき は の 腕 は 壁 中 だ って おっしゃっ て まし た けど あの まさに 何 か 自分 の 中 で 気づく こと って いう の が 聞い て もらう だけ じゃ なく て こちら が 利く プレーヤー が 地区 と いう こと も 必要 な ん だ なあ って いう の を ちょっと 学び
352.35,し た な の で はい
354.99,よかっ た なぁ と 思っ て
369.33,あ そう です ねー
372.72,ああああ ああ きっと 鈴木 さん は 人 が 好き な ん だろ なぁ と いう か ま 人事 と か そう いう 人 と 関わる お 仕事 を さ れ て いる って いう こと は そう いう こと な ん だ と 思う ん です けれど も だろ う なあ って いう 感じ が すごく 私 は 感じ て あのー な 何 で も 話せ って いう か 心理 的 あ それ こそ 心理 的 安全 性 じゃ ない です けど
391.77,もう 何 話し て も 受け止め て もらえる あの 大きな 壁 が どっち 私 が どこ に 変化 中 って いう か ちゃっ て もう 返し て くれる 気 が し て ます の で 凄く 嬉しい です 私 も
407.31,あの 人
410.46,ん
414.75,ん
417.75,ん
420.09,そう です よ ねー
423.78,そう です ね 何 か い いい に 月 オレンジ 色 その 子 と 自分 自身 で 勝負 する しか ない って いう ところ ある じゃ ない です か 何 か そんな こと も 感じ つつ です ね 自分 の その 本番 の 方 も もう 私 は 私 で いる しか ない なぁ と か です ね たり し て 色々 はい 学ん でる と
442.59,頃 です の で この あの 鈴木 さん と の 接種 を も です ね プレイヤー と し て も あれ です 経験 が 積め ます し その サポーター と し て も あの 勉強 し て い て 凄く 良い し セッション だ な と 思っ て い て 私 も 週 一 回 鈴木 さん に お 話 を 聞い て もらえる の 楽しみ に し て ます はい
464.01,さあ です
466.59,じゃあ
472.71,そう です
474.48,ね 何 か あの そう ちょっと 今週 は 服 ぶり し たい なぁ って いう 感情 が あっ て あの それ こそ 鈴木 さん に 聞い て いただき たい な と 思っ て い た ん です けれど も
487.32,何 か です ね あの いつ か わかん ない です いつ から か 分かん ない ん です けど 何 か 起こる じゃ ない です か あの た と 思え ば 何 だろ 例えば 先週 の れ えー だ
500.28,例えば 何 か うまく えっと プロジェクト と か チーム 内 で なく うまく いか ない こと が あっ て あの 何 か マネージャー から マネージャー で も 同僚 で も いい ん です けど これ これ これ が こう いう こと で 今 こんな 風 に 困っ てる ん だ 誰 か 何 と か 城 と か って いう こと が あっ た 時 に まず 最初 に 私 なんか
519.84,あっ た か な って いつ も 思う ん です よ ええ
523.05,で えっ これ って 私 なく し ちゃっ た から 私 が 割れ を し なけれ ば よかっ た の か なぁ これ って 私 に 向かっ て 怒っ てる の か 別 の こっ ちゃ い ない と 思う ん です けど も
531.15,だ から 私 が じゃ なかっ た の か な って いつ も そっ から 入る ん です ね
535.83,あの で あの それ を 私 に 向かっ て いる の か 誰 か ふ その 全員 に 向かっ て いる の か に よっ て も ちょっと その 感情 は 違っ て き たり は する ん です けど で も 一番 最初 に 何 か ちょっと そ ネガティブ な あの 子 注意 を 引き 日 日 いか なけれ ば いけ ない だろ う と
555.84,いう よう な メール を 見る と 真っ先 に 私 何 し た っけ って 思っ ちゃう ん です よ ね
562.98,で その 後 に 私 は じゃあ これ を 起こさ ない ため に 何 が でき た ん だ っけ って 思っ ちゃう ん です ね
569.94,で 勿論 できる こと 私 が す べき こと も ある し 全然 関係 ない こと も ある ん です けれど も
578.16,それ が 明確 なら いい ん です けれど も なかなか メール で の コミュニケーション に なっ て しまう の で 私 の 愛 あの その 背景 が 分から なかっ たり あの ニュアンス が ま 英語 って いう こと も あり ます し ニュース が きちんと 理解 でき ない ところ も あり ます し 大体 あの メール 送る 人 って みんな こう いう こと
597.6,と は 分かっ てる だろ って 自分 と 同じ レベル で 情報 持っ てる だろ う って いう こと で 送り がち な の で
604.235,ちょっと 私 の 想像 し なきゃ いけ ない こと が あっ たり って いう ところ で なかなか 難しく あの まさに そう 思っ て で ま 自分 の こと じゃ ない と 思え ば 取り敢えず ま それ は じゃあ おい て おこ って なる ん です けれど も
619.505,何 で 毎回 こう やっ て 私 は 自分 の 日 が ある だろ う か と か 自分 に 何 が でき た だろ う か と か あの か 私 が 怒ら れ てる ん じゃ ない か と か なん で いつも する って 考える ん だ って いう の を 改めて 今週 思っ て
635.465,で その 裏 に は 何 が ある の か なぁ って いう の を ちょっと 涼し さ と 深 ぶり し たい なぁ と 思っ た ん です よ
644.525,気象 庁 三 ねぇ
647.555,あの それ が 何 で また それ あの ずっと 思っ て た ん です ね ここ 数 日 って ずっと 思っ て て あの だ から ネガティブ な メール が 来る と ドキッ と する 訳 です よ
658.655,で 更新 数 も 上がっ て やばい やばい て し 何 やっ た ん だ って 思っ て 本当 に 私 が 何 か やらかし て いる 場合 も 多分 ある と 思う ん です けど
665.615,あの
667.265,そう なっ て って いう の を ずっと 感じ て た ん です けれど も 先週 は 選手 って 日 後 出荷 あの ストレングスファインダー って ご 存知 です よ ね きっと ね はい あれ は やっ た ん です よ だいぶ 前 に
679.745,で それ を また 読み替え し て み た ん です けど
682.895,それ の 一 つ が なんか か 責任 感 でし た か に 何 か そんな の は あり まし た っけ それ で 何 か 問題 を 解決 し たい と か いう の が あっ て
694.595,それ って 何 か これ に 結びつく の か なぁ って 思っ た の が ちょっと トリガー だっ た ん です けど
702.875,それ で ちょっと 意識 を する よう に なっ た ん です よ ねー
708.335,で あー なん で 私 こんな 風 に 思っ ちゃう ん だろ う って
712.775,そう 思っ た ん です よ ねー だ と か と よ 春 ない
723.065,あ そう です
725.915,はい 一番 が 回復 し こう だっ た ん です ね 問題 を 解決 する こと が 大好き って いう
732.875,法令 等
735.365,二 番目 の 責任 感 です か ね これ に 関連 する の か なぁ なんて いう の を です ね 今週 ちょっと つらつら と 考え て いっ て
743.888164,で そこ と そこ が 結びつく の か なぁ と か ちょっと
749.195,思っ たり し て た ん です ね
763.985,ねえ それ いつ な ん だろ う と 思っ た ん です 中東
772.876938,ええ
775.79082,ああああ ああ
779.675,はい
780.905,はい
787.655,そう です よ ねー
789.845,あの 私 若い 頃 は 前 も 話 と か も しれ ない です けど 全然 そんな ん じゃ なく て 自分 が 正しい と 思っ て 生き て き た ところ が あっ た
802.025,そう です よ ね そう そう そう そう だ 多分 そこ で は ない なぁ と 思っ て い て 何 で 自分 に 日頃 ドル ある 表向き は です よ 中身 は は あの その し 深層 心理 は 分かん ない です けど 少なく とも 自分 が 遅刻 し て いる 範囲 で は そんな 風 に 感じ た こと は
822.185,十 代 二十 代 まー 色 濃い 人 に なり 前 の 会社 に なり 今 の 会社 に 入り ん 何 も りん の 来 た ん です よ ねー
836.675,その 何 これ で も きっかけ が ある はず だ と 思う の で
843.425,イベント と し て は その いきなり いきなり て も ない です と 特 グローバル の メンバー に なっ た ところ で も その 土地 も そう で もう の あっ た と 思う と もし か し たら 夫 が 亡くなっ て 自分 の その 責任 感 と か
863.345,仕事 を し なく ちゃ いけ ない もう やめる と いう 選択 が とりあえず は 考え られ ない と か いう プレッシャー と か あの から 来 た の か なぁ と それ と 後 グローバル デビュー と いう か そう グローバル の チーム と 一緒 に 仕事 を する
883.265,の が 大体 同じ 時期 だっ た で
887.735,そう いう こと な の か なぁ と 思っ た 時
893.345,し ます
897.935,あっ
900.005,あ ごめん なさい ＠ は やっぱり 英語 だけ の コミュニケーション だ そこ に プレッシャー が ある の か なぁ と 思う ん です よ ね その 読み 違っ て は いけ ない ニュアンス を ちゃんと あの われ し なく ちゃ いけ ない ま 日本 語 だ って 誤解 が ある ぐらい です 日本 語 の メール だ って 後悔 し がち です から それ を 英語 な の で
920.045,やっぱり 自分 が 英語 が な ネイティブ じゃ ない し 間違う こと は たくさん ある し そう いっ た ところ も もし か し たら 絡ん でる の か なぁ って ます よ
930.611064,し まし た
937.041143,ん
939.425,ん ああ
946.129531,ん ん
952.150186,ああ そう です よ ねー
962.465,ん
973.865,ん
976.355,そう です
979.895,確か に あの そう な ん でしょ 目 も 前 の 日 前 の 海 と いう か あの これ まで の 接種 で も お 話し し まし た けど ずっと 仕事 が し て ます けど
989.825,二人 で 稼い でる うち は 別 に 私 が 職 を 失っ て も 路頭 に 迷う ない ん です よ ねー
995.765,な の て 私 は 同じ よう に 仕事 は し てる つもり です けど やっぱり その 鬼 多い と いう か
1003.805,押し ね あの プレッシャー と いう か
1007.555,あーの 今 の その 取り敢えず マルチ を キープ し なきゃ いけ ない お金 は 稼が なきゃ いけ ない ま 今 人 職 を 失っ て も 知ら ない と 思う ん です けど あの で も やっぱり そう し ね
1021.565,あのー 心配 かけ ちゃ いけ ない し と か いう プレッシャー
1026.335,ある かも しれ ない です ね ま の 子供 が いる の で 育て なきゃ いけ ない って 回る ます
1033.235,もちろん 後 は 私 の 周り も あの 私 が シングル に なっ た こと で あ に 不安 と いう か 心配 かけ て は いけ ない と か
1044.305,これ で 私 が ね 職 を 失っ たり する と 例えば 私 の 兄弟 で ある と か 親 で ある と か 親戚 で ある と か か めちゃくちゃ 心配 する だろ う なぁ と か 行 と やっぱり それ も あの 迷惑 ご 心配 さ せ たく ない し えー それ を 心配 さ せる よう な 立場 に いる 自分 に なり たく ない し
1066.835,って いう 高 が 仕事 な ん です けど あー おり
1072.445,で を やっぱり そう 思い ます
1089.215,ん
1095.502988,つい て まいり ます ねー
1102.02418,ん
1105.805,そう な ん です よ と マイナス あり ます ねー
1111.985,ん
1115.435,ん
1118.705,ん ん ん
1123.655,ん
1128.365,うん うん
1133.525,あ そう です ね ありがとう ござい ます 何 か それ で 思い出し た ん です けど あの 夫 が 闘病 生活 が 始まっ て いう 余命 宣告 さ れ て あーのー その 時 も もう 凄い ストレス の 街 です よ ね もし 共済 この ストレス で
