15.39,声
18.419286,ねー
21.87,よろしく お 願い し ます
31.83,そう な ん です ねー
34.92,そう な ん です ねー
36.57,いい です ねー
43.44,ねー
48.21,ん
52.92,うーん
57.63,いい です ねー
62.55,素晴らしい です
65.7,が 嬉しい です ね た 幸せ です ねー
83.248154,そう です よ ねー
88.74,はい はい はい すっ
92.934873,素晴らしい です ね そう よ ね 女性 だけ が やる って いう の も おかしな 話 です ね
100.02,素晴らしい ん
104.01,ん
108.75,ん
116.28,に です ね 屋 さん の お 仕事 さ れ てる ん です か
121.32,ん ねぇ
129.93,ねー
133.47,もう そう な ん です ね
135.87,ん ねぇ
142.53,素晴らしい です ね
148.83,あっ
149.73,本当 です ねー
152.85,ん
157.35,いい です ねー
160.74,そう な ん です ね いや 自分 の 事 も 言い 出し て じゃあ もう と が なくなっ たら 七 年 前 です けど
168.48,四十 七 八 でし た ねー
171.84,なぁ なぁ だっ た ん です けど あの それ やる 夫 の 母 が 小さい 時 じゃあ 家事 育児 ほとんど せ ず あれ も これ が 好き だっ た の で まぁ 導入 に は 遊ん で くれ たり は し まし た けど 平日 は もう 帰り が 毎日
191.04,午前 様 と いう か よう な すぎ だ し 朝 ごはん 食べ ず に 出 て くる シーン みたい な
198.87,まあ そんな 感じ だ じゃあ あんまり 手伝い も し ない し 私 も フル で 働い て い まし た
204.99,今 の 腕 を 選ん だ の
208.708887,だ から 娘 は ちょっと 大きく なー って いう から は ちょっと 本人 は 思う 所 で ちょっと 生活 変え て で の 朝ごはん は 一緒 に 食べる よう に し あり 平日 は ちょっと 難しい です よ 某 日 と か は
225.15,あのー まあ まさに 酒 は 言わ ない です なぁ ニュー 半 ぐらい は 作る と か あと は 何 語 それ こそ ゴミ 出し オフロード か そう いう の は あの 分 団 みたい だ
237.870557,いう 感じ です ねー で も 多 そう だ と 家事 と 仕事 で もう あの ふるふる だっ た 時 は やっぱり おかしく なり 始め ます よ ね
249.63,で 何 か それ こそ 何 か な 何 か 何 で やっ て くれ ない なぁ みたい な 所 判事 で
