1.98,もしもし
4.89,おはよう ござい ます た で
7.95,大 大丈夫 です か ね
13.68,今日 は です ね 家族 が いる の で ちょっと 減っ セット を 使っ て い ます
19.83,そう だ そう です
22.11,な こと です ね ウインドウズ アップデート し た 後 に です ね 何 使え なく なっ ちゃっ て えー ちょっと 色々 やっ たら 大丈夫 なり まし た はい 使える よう に
38.55,そう な ん です よ ね そう な ん です よ あと なんか は ＷｉｎｄｏｗｓＵｐｄａｔｅ なぁ と って なん か おかしく なっ たり する ん です けど 自分 じゃ 何 も でき ない と いう か 勝手 に 挙げ られ ちゃう ん で ね 今 て
53.52,あのー いい ん だ か 悪い の か って 感じ です
62.52,何 か ね なんか し てる ん です よ で も 多分 ね 内部 で は ねー
66.63,なかっ た から ね
68.64,本当 なんか も や です ね こう コントロール でき ない って どっち ストレス なり ます よ ね
76.98,そう です
80.97,お 願い し ます
85.86,そう です ねー
92.1,はい
99.33,はい
102.36,はい
106.83,はい
109.23,ん
111.84,そう です ねー
116.7,そう です ねー あの 日 は 今週 一 週間 お 休み で 開始 から あー 今週 来週 休み で あんまり こう 仕事 の こと に 関し て 考える こと が なかっ た ん です けれど も
132.48,何 か あのー ま 今 まで もう 遅い 時間 まで 仕事 を し たり そのー もう 全然 も 仕事 し てる か 家事 し てる 個 ぐらい しか なく て まー あのー ま 緊急 事態 宣言 だっ た って いう こと も あっ て なかなか 色んな こと が でき なく て で あーの
151.29,こないだ 久し ぶり に 本屋 に 行っ た ん です よ ね
154.92,昨日 おととい から で あの 凄い 読み たい 本 も ある し 新刊 も いっぱい 出 てる し まー それ は アマゾン と か ね 色んな とこ で ウェブ 上 で チェック すれ ば まー 情報 は 得 られる ん です けど やっぱり ちょっと 読ん で み たい と か どんな の が お 昼休み さ れ てる ん だろ う と か 女 の 他 の 人 は 呼ん でる ん だ と いう
175.066289,か 見 たり と か あと こんな 日本 が ある ん だ って いう の を 見 て です ね
180.51,こんな に 方 が ある の に 私 これ を すべて 読め ず 読ま ず に 人生 終わる ん だ なぁ と 思っ て
188.4,ん 何 か 何 か そう じゃ ない よ なぁ と て です ね すら たまたま 本 でし た けど その ずっと 仕事 と か 者 しか し て ない ん じゃ ちょっと 人生 どう な の って 思っ た こと が やっぱり あり まし た ね もっと 自分 の 時間 と か ま 本 だけ じゃ ない と 思う ん です けど
207.9,それ 以外 の 時間 を やっぱ 持つ べき だ よ なあ って いう の を 思っ たり は し まし た
214.95,ん
217.2,そう です ね
219.6,ん
221.73,ま 本 だけ じゃ ない と 思う ん です けど ね たまたま まー
227.58,そう です ね ま 本 読ん でる 時間 も ない か と 言わ れる と ま 長老 って 呼ん だり は し ます する 慎重 に 読む 時間 とか なく 後 通勤 時間 が なくなっ た の で
238.38,あの 今 まで は まあ ま 一時 ま 大体 一 時間 片道 一 時間 ぐらい あっ た の で
246.0,ま それ を 本 読む 時間 に あっ て られ たり って いう ところ も あり まし た
251.28,そう いう 時間 も ない し 在宅 勤務 の 功罪 と いう か
