0.0,いい ん が 会社 入っ て 何 か ね まで 勤め 上げ て み たい なぁ 感じ の 最後 ら 辺 か なぁ と 思っ て い て んで 物 の から どう しろ って いう プレッシャー が た 訳 は ない です けれど も
16.2,まー そのー
18.720363,まあ まあ あの コロナ なぁ ちゃんと 仕事 を し て いけ ば まあ 定年 まで だんだん こう いう の も 上がっ て いっ て いう よう な 感情 思っ て た ん です けど も ここ に 来 て と いう か ここ 数 年 と いう か 世の中 が 色々 変わっ て き て 世の中 の 風潮 も あの もう 定年 まで 勤め あげる と か 違う
38.750332,よ ねー と か その 会社 の ため に 仕事 する って いう の は 違う よ ね って いう よう な 風潮 が あの まあ 感じ られ て い て あの で まあ あの キャリア も 考え なきゃ と か ます 以上 餌 を やら なきゃ と か 街 の 人生 を 考え なきゃ と か そう いっ た 風潮 に なっ
58.83,て き て い て 何 か ちょっと 焦っ て いる 所 が ある ん です ね
64.86,で 六十 て 年 だ と マート 十 年 ぐらい です けれど も
69.84,あーのー それ で 駆け抜け やれ ば いい の か なぁ と 思い つつ で も そう じゃ ない 風潮 が 世の中 に は たくさん あっ て
78.84,じゃあ どう し たら いい の か なぁ って いう の を ここ 数 年 すごく 迷っ て い て
84.84,例えば そう です ね 今 も 六十 間近 と か で あれ ば まあ 定年 し て まー その 後 何 か 最後 様 か 何 か で と か いう 感じ で まー な 人生 も そんな だ し と 思える ん です 馬 が 残り が あっ て で ちょっと この 先 どう し たら いい の か なぁ って いう ところ が て
105.09,あの じゃあ 何 か 他 に 副業 な に 第 二 の キャリア って 考える に し て は そんな に 早く も ない し た 時 に 三十 代 四十 代 だっ たら まだ あの 他 も 考え られる か なぁ と 思う ん です けれど も
118.83,今 も この 年 に なる 日 も 転職 と いう の も 多分 ない う し じゃあ 今 から 学校 通い って いう の は そう で も ない 気 も する し どう し たら いい の か なぁ って いう の を ずっと ここ 数 年 モヤモヤ し て い
133.53,ん って いう の が ある ん です よ ねー
138.6,そう です ね 自分 自分 の の 会社 で は こんな 話 なく 一切 一切 ない です し 人事 は 人 三 ない です し ない ん です けれど も
147.39,世の中 の 不 十分 と やっぱ そう いう の が ある と
151.53,どう し たら いい の か なぁ って いう の を 凄く あの ちょっと 旗色 で ない 焦燥 感 と いう 感じ の ね
161.76,ねー
163.14,ん
168.493857,ん
174.81,そう です ね どう し たら いい の を か 焦っ てる 感じ です ね ま ん じゃあ
181.23,同じ に 一 台 の 同僚 も い ない です し
185.34,私 日本 で 一人 だ し
188.85,まあ 同じ 日 で 五十 音 サイト サポート の 若い 子 たち まし て いる 三十 代 の 子 男子 だ し なぁ 男性 だ し また ちょっと 違う し
198.48,同じ よう な 人 が 周り に は い ない し 友達 と か 見 て も 同い年 で そんな こと 考え て いる 人 は あんまり いい なぁ 女 よう な 女 の 声 だけ 考え て し た あんまり 見 ない し 後 は 何 か を 売り なし と あの 自営業 いう か よ って 言う ん です よ ね フリーランス 人 が
218.67,い て まー 彼女 は 自由 に 色々 やっ てる なぁ って いう の を 見る と なんか この まま 会社 に しがみつく ない で その 体 に 何 か キャリア を 作ら なきゃ いけ ない ん だ
232.26,焦っ たり する ん です ねー
236.85,で も
238.65,年 月 日 まで なら ば は 夫 が い たら 違う と 思う ん です よ ね じゃあ も 風 な 音 に 任せ て 私 は 自分 の やり たい こと を 第 二 の 人生 見つける って できる と 思う ん です どう と 思う ん です けど
252.81,取り敢えず 稼が なきゃ いけ ない の で
256.38,じゃあ ちょっと 会社 辞め て 何 か と か
261.51,あんまり ちょっと 考え づらい なぁ と 思っ て い
266.61,って いう ところ が ある ん です よ ね そう は いう この まま じゃあ と 十 人 十 何 年 やっ て いく の か なぁ
273.84,ん で 丁寧 し た なぁ と キャリア ない し と か
280.26,何 か 難しい なぁ と
282.81,ん 思っ たり し ます ね はい
292.853145,ん ん
300.09,ん
306.12,そう です ね もう なんか あの まあ いろんな 方 読ん だり ポッドキャスト 聞い たり よ
312.663428,世の中 の いろんな ニュース と か いろんな 情報 に あっ たり する 等 で 思う ん です って いう より も 女 やっぱり 自分 の やり たい こと と か 自分 が 向い てる こと と か
326.01,まあ そう は 言い で 人生 ずっと 長い 町 じゃ ない から
330.78,会社 だけ じゃ なく て
333.3,何 か もっと 何 でしょ ね 自分 の 楽しい こと 楽しく できる こと えー もっと 貢献 できる こと と か
341.4,金銭 だけ じゃ なく あの 充実 できる 心 も 出せる よう な 仕事 みたい な ところ を やっぱ やっ て いく の が いい の じゃ ない か みたい な
352.32,うん 話 が ある と そう いう 感じ か なぁ と はい
360.51,です
361.53,ねぇ そんな 感じ です
365.37,ん
372.57,いやー
379.08,うん
380.67,うん
385.05,うん
393.24,もう
401.04,ねー
409.89,ん
413.047266,うん
418.286748,ん
423.72,うん
432.51,ん ん ん
443.79,ん
452.076182,ねぇ そう です ね 思っ て ます 具体 的 に 誰 が そ 周り に いる って こと は ない です
460.71,誰 も い ない ん です けど
464.28,世の中 の 扶助 どう し て そう いう 情報 に あの 触れ たり
469.89,そう な の か なあ そう だ なぁ と 思っ たり する ん です よ ねー
477.477158,確実 に もう なんか ずっと 会社 に 入る って いう 感じ で は なかっ
483.36,政府 の 私 も そう なっ て き て い たり もう ちょっと 流動 性 を 持た せよ と か そう いっ た 世の中 に なっ て いく ん だ なぁ と 思う と ん じゃ 何 を し たら いい の か なぁ って 思っ たり する ん です よ ねー で も 何 か じゃあ これ しよう と か あれ しよう と か
503.55,あんまり こう 具体 例 も 浮かば ない し
508.83,な の で
510.51,そう です ねー
512.429414,か なぁ の に
514.56,って いう ん 不安 と か 焦り と か
519.12,です ねー
521.22,ん
527.52,ねー
532.32,そう です 私 は の 名前 を ドック は で に 年 ぐらい 前 この 人 の 一 年 ぐらい 前 か で 聞い て 興味 は あっ た ん です けれど も
542.67,それ から あの あの 別 に 局 の 彼方 に より あれ なんか ポッドキャスト 聞い て た ん です よ ねー
550.38,そこ で の いわゆる の を 知っ て あ そう いえ ば 時 引っかかっ た やつ だ と 思っ て
558.45,ほぐし し た ん です よ ねー
561.258223,今年 の 六 月 九 月 末 ぐらい です か ね
565.92,って いう の が きっかけ で 実 は です ね あの 会社 の 同僚 が 会社 の 同期 今 の 今 の 会社 の 同期 が も だいぶ 前 に 会社 は 辞め た ん です やめ て しまっ て いる ん です けれど も が エール で サポーター やっ て い て だいぶ 前
585.48,んで
587.67,あのー なん か どっ か の な と スタート アップ 講座 が 何 か の ファシリテーター で い て 凄い 技 を
596.34,あの そう です ね そんな 彼女 の その 行動 と か 見 て い て 何 か そう いう 働き 方 も ある ん だ って
606.83125,です よ ねー で 朝 彼女 こんな 音 も し てる の か なぁ って いう の も ちょっと 想像 し つつ か えー みたい な 所 の 仕事 も し たい なぁ と 思っ て い ます
619.88,ん そんな 感じ です から も 腹 副業 と 呼ぶ ほど 別 に すごく あの 稼ぎ たい と いう こと 稼げる と も 思っ て ない ん です けれど も
630.44,何 か 新しい
633.98,まー 何 か 役 に 立ち たい し 聞く こと って 大事 だ よ なぁ と や よ
638.42,ね そう いっ た ところ から です か ね
646.64,よ
651.8,うん
656.21,はい
665.21,いや そう です ねー なんか いろいろ 色々 やり たい けど 実感 じゃ なぁ と か いう
670.58,て で も なんか か そんな 時 に と 思い だし 思い出し て と いう か いや あー じゃあ ちょっと や 名 か なぁ あんまり アレ も あの は どれ も 高く なかっ た の で
682.46,それ で て み よう か なぁ と まし た ね
687.62,何 か そう なんか 人 の 話 を 聞く って いう の に 興味 は ずっと と て
693.62,その メンタル 的 な 話 じゃ ない です どう も そう いっ た ところ も あっ た ん です けれど も
700.91,ん なかなか それ が うまく いか なく て
706.88,うーん そう です ね 最初 なく グリーフケア を 勉強 し て その 最終 試験 に 受から なく て その 後 メンタル ケア も あの や た ん です けど やっぱり 最終 試験 に 受から なく て も 何 か 全然 見 て ない の か なぁ と 思う
727.19,ねー まあ まあ 映画 また ちょっと 違う 感じ な の で
732.71,あの まあ で も 興味 が 月 の か で やっ て み よう か なぁ と 思っ た 感じ です
740.51,ん
758.09,そう です ねー なんか も もっと 方 人 の 心 と いう か に 寄り添う 方 が いい なぁ と 思っ て い て その 円 いつ も リモート で 仕事 し たり その ＰＣ を 通し て しか 仕事 し て なかっ たり する
772.936924,と そう で は ねー
774.92,もっと 後 生身 の 人間 と って いう よう な ところ を 考え て い て
782.45,そう です ねー
785.18,うーん そう いっ た ところ で 何 か できれ ば いい か なぁ と いう ふう に 思っ て い まし た ねー
795.5,そう です ねー
806.45,ん
817.28,ん
819.47,もう 思う ん です よ
827.54,およそ
837.05,ん
840.26,ねー
844.79,ん
846.74,えーっと そう です よ ねー 無断 後 その 最終 試験 に 受から なかっ た の なり だけ で 二 回 も 何 続け て だっ た
